entry,video,user_name,age,gender_id,country,movementyears,numvideos,whichvideos,overall,reason,ave_valence,stdev_valence,valence,ave_arousal,stdev_arousal,arousal,segment_id,start_time,end_time,laban_effort,emotion,body,cluster
,7,36,30,M,USA,0,4,3 10 12 ,"happy go lucky enjoyment of music, recreation of it ","lack of movement, more subtle movements even when ""excitement"" occurs",0.261904762,1.863531093,-1,4.726190476,2.480532349,3,356,0,5,Flick,disaproval ,handhead,7
,7,36,30,M,USA,0,4,3 10 12 ,"happy go lucky enjoyment of music, recreation of it ","lack of movement, more subtle movements even when ""excitement"" occurs",0.261904762,1.863531093,-1,4.726190476,2.480532349,3,357,5,15.53,Flick,happy go lucky,hands head,4
,7,36,30,M,USA,0,4,3 10 12 ,"happy go lucky enjoyment of music, recreation of it ","lack of movement, more subtle movements even when ""excitement"" occurs",0.261904762,1.863531093,-1,4.726190476,2.480532349,3,358,15,32,Glide,deep in thought,hands,5
,7,36,30,M,USA,0,4,3 10 12 ,"happy go lucky enjoyment of music, recreation of it ","lack of movement, more subtle movements even when ""excitement"" occurs",0.261904762,1.863531093,-1,4.726190476,2.480532349,3,359,32,35,Float,enjoyment,head,1
98,7,23,32,M,USA,0,,,kind of down for whatever/ready to have fun,the fun dance segment--based on associations with meaning that prexist around dancing,0.261904762,1.863531093,3,4.726190476,2.480532349,7,45,0,2,Press,nonchalance ,armhead,7
111,7,23,32,M,USA,0,,,kind of down for whatever/ready to have fun,the fun dance segment--based on associations with meaning that prexist around dancing,0.261904762,1.863531093,3,4.726190476,2.480532349,7,46,6,12,Punch,euphoria,all,4
111,7,23,32,M,USA,0,,,kind of down for whatever/ready to have fun,the fun dance segment--based on associations with meaning that prexist around dancing,0.261904762,1.863531093,3,4.726190476,2.480532349,7,47,14,22,Wring, ,armshead,2
111,7,23,32,M,USA,0,,,kind of down for whatever/ready to have fun,the fun dance segment--based on associations with meaning that prexist around dancing,0.261904762,1.863531093,3,4.726190476,2.480532349,7,48,32,35,Float,agreement,headshoulders,1
111,7,9,23,M,USA ,0,,,"happy, bored","looks like stuff you do when humming a song to yourself, which usaually happens when in a good mood",0.261904762,1.863531093,1,4.726190476,2.480532349,4,69,1.72,2.84,Flick,happy,hand,7
111,7,9,23,M,USA ,0,,,"happy, bored","looks like stuff you do when humming a song to yourself, which usaually happens when in a good mood",0.261904762,1.863531093,1,4.726190476,2.480532349,4,70,8.44,10.3,Glide,happy,arms,4
20,7,9,23,M,USA ,0,,,"happy, bored","looks like stuff you do when humming a song to yourself, which usaually happens when in a good mood",0.261904762,1.863531093,1,4.726190476,2.480532349,4,71,13.59,15.58,Flick,happy,head,6
20,7,9,23,M,USA ,0,,,"happy, bored","looks like stuff you do when humming a song to yourself, which usaually happens when in a good mood",0.261904762,1.863531093,1,4.726190476,2.480532349,4,72,17.01,21.82,Glide,happy,legs,2
20,7,9,23,M,USA ,0,,,"happy, bored","looks like stuff you do when humming a song to yourself, which usaually happens when in a good mood",0.261904762,1.863531093,1,4.726190476,2.480532349,4,73,33.21,34.75,Flick,happy,head,1
8,7,54,27,M,USA,0,,,neutral/happy - not very strong,loose movements,0.261904762,1.863531093,1,4.726190476,2.480532349,3,113,0.95,4.57,Slash,relaxed,arm,7
14,7,54,27,M,USA,0,,,neutral/happy - not very strong,loose movements,0.261904762,1.863531093,1,4.726190476,2.480532349,3,114,8.12,10.98,Slash,relaxed,arms both,4
20,7,54,27,M,USA,0,,,neutral/happy - not very strong,loose movements,0.261904762,1.863531093,1,4.726190476,2.480532349,3,115,12.57,14.18,Glide,happy,head,6
20,7,54,27,M,USA,0,,,neutral/happy - not very strong,loose movements,0.261904762,1.863531093,1,4.726190476,2.480532349,3,116,18.7,20.93,Glide,neutral,torso,2
26,7,54,27,M,USA,0,,,neutral/happy - not very strong,loose movements,0.261904762,1.863531093,1,4.726190476,2.480532349,3,117,31.75,34.06,Glide,neutral,head shoulders,1
26,7,57,60,M,Germany,0,,,anxiety,hands don't stop moving,0.261904762,1.863531093,-3,4.726190476,2.480532349,8,160,0,3,Flick,uncertainty,arm hand head legs,7
33,7,57,60,M,Germany,0,,,anxiety,hands don't stop moving,0.261904762,1.863531093,-3,4.726190476,2.480532349,8,161,4,10,Flick,happiness,arms head torso,4
43,7,57,60,M,Germany,0,,,anxiety,hands don't stop moving,0.261904762,1.863531093,-3,4.726190476,2.480532349,8,162,11,18,Glide,resignation,all,6
43,7,57,60,M,Germany,0,,,anxiety,hands don't stop moving,0.261904762,1.863531093,-3,4.726190476,2.480532349,8,163,18,35,Wring,anxiety,hands,5
49,7,44,26,F,USA,0,,,"bored, moderately happy ","the air guitar makes it seem like the person is enjoying music, but generally he seems pretty bored, especially because of the way he is playing with his hands at the end",0.261904762,1.863531093,1,4.726190476,2.480532349,2,298,8.12,10.38,Flick,relaxed,arms hands,4
49,7,44,26,F,USA,0,,,"bored, moderately happy ","the air guitar makes it seem like the person is enjoying music, but generally he seems pretty bored, especially because of the way he is playing with his hands at the end",0.261904762,1.863531093,1,4.726190476,2.480532349,2,299,26.66,35,Flick,bored,arms hands head,3
56,7,45,25,M,UK,0,,,"rhythmic curiosity/experimentation, patience, relaxation, reflection",occasionally quick complex movements when the person feels moved (excited) to reflect a rhythm in bodily movements.,0.261904762,1.863531093,2,4.726190476,2.480532349,2,334,1.03,3.34,Dab,reflective,arm foot hand,7
56,7,45,25,M,UK,0,,,"rhythmic curiosity/experimentation, patience, relaxation, reflection",occasionally quick complex movements when the person feels moved (excited) to reflect a rhythm in bodily movements.,0.261904762,1.863531093,2,4.726190476,2.480532349,2,335,7.56,10.58,Flick,curious,arms hands head,4
56,7,45,25,M,UK,0,,,"rhythmic curiosity/experimentation, patience, relaxation, reflection",occasionally quick complex movements when the person feels moved (excited) to reflect a rhythm in bodily movements.,0.261904762,1.863531093,2,4.726190476,2.480532349,2,336,16.55,21.49,Glide,curious,feet legs torso,2
63,7,45,25,M,UK,0,,,"rhythmic curiosity/experimentation, patience, relaxation, reflection",occasionally quick complex movements when the person feels moved (excited) to reflect a rhythm in bodily movements.,0.261904762,1.863531093,2,4.726190476,2.480532349,2,337,24.91,32.55,Flick,curious,fingers hands,3
63,7,46,53,F,USA,0,,,thoughtfulness happiness inpatience,lots of snappy fingers and impatient body language,0.261904762,1.863531093,-1,4.726190476,2.480532349,4,390,0,3,Dab,thoughtful,arm head,7
67,7,46,53,F,USA,0,,,thoughtfulness happiness inpatience,lots of snappy fingers and impatient body language,0.261904762,1.863531093,-1,4.726190476,2.480532349,4,391,16,18,Glide,happy,legs,2
67,7,46,53,F,USA,0,,,thoughtfulness happiness inpatience,lots of snappy fingers and impatient body language,0.261904762,1.863531093,-1,4.726190476,2.480532349,4,392,6,8,Dab,happy,arms feet hands,4
67,7,46,53,F,USA,0,,,thoughtfulness happiness inpatience,lots of snappy fingers and impatient body language,0.261904762,1.863531093,-1,4.726190476,2.480532349,4,393,25,31,Punch,inpatience,hands,3
67,7,46,53,F,USA,0,,,thoughtfulness happiness inpatience,lots of snappy fingers and impatient body language,0.261904762,1.863531093,-1,4.726190476,2.480532349,4,394,11,13,Flick,happy,head,6
67,7,58,31,F,USA,28,,,seems like he or she is dancing. slightly embarrassed by by his or her movements,"the body movements show me that he or she is dancing and being silly, but then becomes embarrassed",0.261904762,1.863531093,0,4.726190476,2.480532349,3,,0.72,2.98,Float,questioning,armhand,7
67,7,58,31,F,USA,28,,,seems like he or she is dancing. slightly embarrassed by by his or her movements,"the body movements show me that he or she is dancing and being silly, but then becomes embarrassed",0.261904762,1.863531093,0,4.726190476,2.480532349,3,,7.36,9.28,Flick,dancing,arms,4
75,7,58,31,F,USA,28,,,seems like he or she is dancing. slightly embarrassed by by his or her movements,"the body movements show me that he or she is dancing and being silly, but then becomes embarrassed",0.261904762,1.863531093,0,4.726190476,2.480532349,3,,9.56,10.13,Flick,happy,armshand,4
75,7,58,31,F,USA,28,,,seems like he or she is dancing. slightly embarrassed by by his or her movements,"the body movements show me that he or she is dancing and being silly, but then becomes embarrassed",0.261904762,1.863531093,0,4.726190476,2.480532349,3,,11.3,14.37,Flick,happy,headhead,6
75,7,58,31,F,USA,28,,,seems like he or she is dancing. slightly embarrassed by by his or her movements,"the body movements show me that he or she is dancing and being silly, but then becomes embarrassed",0.261904762,1.863531093,0,4.726190476,2.480532349,3,,14.73,15.65,Glide,boredom,headhead,6
75,7,58,31,F,USA,28,,,seems like he or she is dancing. slightly embarrassed by by his or her movements,"the body movements show me that he or she is dancing and being silly, but then becomes embarrassed",0.261904762,1.863531093,0,4.726190476,2.480532349,3,,17.07,19.03,Slash,embarrassment,legsshoulders,2
75,7,58,31,F,USA,28,,,seems like he or she is dancing. slightly embarrassed by by his or her movements,"the body movements show me that he or she is dancing and being silly, but then becomes embarrassed",0.261904762,1.863531093,0,4.726190476,2.480532349,3,,25.56,28.83,Flick,boredom,fingers head,3
75,7,58,31,F,USA,28,,,seems like he or she is dancing. slightly embarrassed by by his or her movements,"the body movements show me that he or she is dancing and being silly, but then becomes embarrassed",0.261904762,1.863531093,0,4.726190476,2.480532349,3,,32.83,35,Float,excitement,head,1
87,7,60,28,F,USA,25,,,"Happy and carefree, to antsy, tired, annoyed bored and anxious","The limited range of moment and amount of negative emotions expressed. Little ""frustrated"" movements made it seem like person was holding back",0.261904762,1.863531093,2,4.726190476,2.480532349,4,125,1,2,Dab,goofy carefree,arm head,7
87,7,60,28,F,USA,25,,,"Happy and carefree, to antsy, tired, annoyed bored and anxious","The limited range of moment and amount of negative emotions expressed. Little ""frustrated"" movements made it seem like person was holding back",0.261904762,1.863531093,2,4.726190476,2.480532349,4,125,7,10,Dab,happy,arms foot head,4
87,7,60,28,F,USA,25,,,"Happy and carefree, to antsy, tired, annoyed bored and anxious","The limited range of moment and amount of negative emotions expressed. Little ""frustrated"" movements made it seem like person was holding back",0.261904762,1.863531093,2,4.726190476,2.480532349,4,125,10,14,Dab,antsy,head,6
99,7,60,28,F,USA,25,,,"Happy and carefree, to antsy, tired, annoyed bored and anxious","The limited range of moment and amount of negative emotions expressed. Little ""frustrated"" movements made it seem like person was holding back",0.261904762,1.863531093,2,4.726190476,2.480532349,4,125,14,16,Glide,tired,head feet,6
99,7,60,28,F,USA,25,,,"Happy and carefree, to antsy, tired, annoyed bored and anxious","The limited range of moment and amount of negative emotions expressed. Little ""frustrated"" movements made it seem like person was holding back",0.261904762,1.863531093,2,4.726190476,2.480532349,4,125,16,24,Press,annoyed bored,arms head legs,2
99,7,60,28,F,USA,25,,,"Happy and carefree, to antsy, tired, annoyed bored and anxious","The limited range of moment and amount of negative emotions expressed. Little ""frustrated"" movements made it seem like person was holding back",0.261904762,1.863531093,2,4.726190476,2.480532349,4,125,25,31,Flick,anxious,hands,3
113,7,60,28,F,USA,25,,,"Happy and carefree, to antsy, tired, annoyed bored and anxious","The limited range of moment and amount of negative emotions expressed. Little ""frustrated"" movements made it seem like person was holding back",0.261904762,1.863531093,2,4.726190476,2.480532349,4,125,31,35,Dab,goofy carefree,head,1
80,7,27,58,F,USA,23,,,"confusion, defiance, aquiescence, impatience","reading body language, starts casual, engaged, thern confused, impatient, anxious, defiant",0.261904762,1.863531093,-3,4.726190476,2.480532349,7,237,0,4,Dab,confused,hand head head,7
80,7,27,58,F,USA,23,,,"confusion, defiance, aquiescence, impatience","reading body language, starts casual, engaged, thern confused, impatient, anxious, defiant",0.261904762,1.863531093,-3,4.726190476,2.480532349,7,238,5,14,Flick,amused,hands head torso,4
80,7,27,58,F,USA,23,,,"confusion, defiance, aquiescence, impatience","reading body language, starts casual, engaged, thern confused, impatient, anxious, defiant",0.261904762,1.863531093,-3,4.726190476,2.480532349,7,239,15,18,Wring,annoyed,head torso,6
80,7,27,58,F,USA,23,,,"confusion, defiance, aquiescence, impatience","reading body language, starts casual, engaged, thern confused, impatient, anxious, defiant",0.261904762,1.863531093,-3,4.726190476,2.480532349,7,240,19,26,Float,impatient,feet legs torso,2
80,7,27,58,F,USA,23,,,"confusion, defiance, aquiescence, impatience","reading body language, starts casual, engaged, thern confused, impatient, anxious, defiant",0.261904762,1.863531093,-3,4.726190476,2.480532349,7,241,26,32,Flick,anxious,hands,3
80,7,27,58,F,USA,23,,,"confusion, defiance, aquiescence, impatience","reading body language, starts casual, engaged, thern confused, impatient, anxious, defiant",0.261904762,1.863531093,-3,4.726190476,2.480532349,7,242,32,35,Glide,defiant,head torso,1
79,7,62,30,F,USA,25,5,2 10 11 12 ,carefree,person is sitting in hip so they are not very excited. head is moving to the beat of music and arms are pretending to play guitar ,0.261904762,1.863531093,2,4.726190476,2.480532349,3,333,0,10,Flick,carefree ,arms feet head head,7
91,7,18,31,M,USA,0,4,2 10 11 ,"an invitation to challenge someone at something, competition, musical expression","lots of movement, lots of fast movement and changes. sort of aggressive",0.261904762,1.863531093,0,4.726190476,2.480532349,9,144,4.46,6.41,Float,absorbing,head,7
91,7,18,31,M,USA,0,4,2 10 11 ,"an invitation to challenge someone at something, competition, musical expression","lots of movement, lots of fast movement and changes. sort of aggressive",0.261904762,1.863531093,0,4.726190476,2.480532349,9,145,6.89,7.64,Slash,attention attitude,arm head,4
104,7,18,31,M,USA,0,4,2 10 11 ,"an invitation to challenge someone at something, competition, musical expression","lots of movement, lots of fast movement and changes. sort of aggressive",0.261904762,1.863531093,0,4.726190476,2.480532349,9,146,8.12,10.19,Punch,feeling rhythm ,arms,4
104,7,18,31,M,USA,0,4,2 10 11 ,"an invitation to challenge someone at something, competition, musical expression","lots of movement, lots of fast movement and changes. sort of aggressive",0.261904762,1.863531093,0,4.726190476,2.480532349,9,147,10.9,13.69,Dab,sarcasm mocking,head,6
118,7,18,31,M,USA,0,4,2 10 11 ,"an invitation to challenge someone at something, competition, musical expression","lots of movement, lots of fast movement and changes. sort of aggressive",0.261904762,1.863531093,0,4.726190476,2.480532349,9,148,14.16,15.76,Glide,relaxation exhausation,back head,6
118,7,18,31,M,USA,0,4,2 10 11 ,"an invitation to challenge someone at something, competition, musical expression","lots of movement, lots of fast movement and changes. sort of aggressive",0.261904762,1.863531093,0,4.726190476,2.480532349,9,149,16.23,18.36,Glide,unknown,arms head,2
118,7,18,31,M,USA,0,4,2 10 11 ,"an invitation to challenge someone at something, competition, musical expression","lots of movement, lots of fast movement and changes. sort of aggressive",0.261904762,1.863531093,0,4.726190476,2.480532349,9,150,18.72,21.93,Flick,gloating,all,2
25,7,18,31,M,USA,0,4,2 10 11 ,"an invitation to challenge someone at something, competition, musical expression","lots of movement, lots of fast movement and changes. sort of aggressive",0.261904762,1.863531093,0,4.726190476,2.480532349,9,151,25.15,31.91,Flick,waiting or irritation,fingers,3
25,7,18,31,M,USA,0,4,2 10 11 ,"an invitation to challenge someone at something, competition, musical expression","lots of movement, lots of fast movement and changes. sort of aggressive",0.261904762,1.863531093,0,4.726190476,2.480532349,9,152,32.39,35,Slash,challenger,,1
25,7,18,31,M,USA,0,4,2 10 11 ,"an invitation to challenge someone at something, competition, musical expression","lots of movement, lots of fast movement and changes. sort of aggressive",0.261904762,1.863531093,0,4.726190476,2.480532349,9,153,3.03,4.35,Flick,itching,hand,7
25,7,18,31,M,USA,0,4,2 10 11 ,"an invitation to challenge someone at something, competition, musical expression","lots of movement, lots of fast movement and changes. sort of aggressive",0.261904762,1.863531093,0,4.726190476,2.480532349,9,154,22,25,Float,laziness,head,2
40,7,4,29,F,USA,26,4,1 10 11 ,apathy with a little arrogance,the movements are few and far between and the posture indicates a severe lack of enthusaiasm,0.261904762,1.863531093,0,4.726190476,2.480532349,1,182,0.88,4.09,Glide,mild curiosity,arm head leg,7
40,7,4,29,F,USA,26,4,1 10 11 ,apathy with a little arrogance,the movements are few and far between and the posture indicates a severe lack of enthusaiasm,0.261904762,1.863531093,0,4.726190476,2.480532349,1,183,8.45,10.8,Float,neutral boredom,arm,4
46,7,4,29,F,USA,26,4,1 10 11 ,apathy with a little arrogance,the movements are few and far between and the posture indicates a severe lack of enthusaiasm,0.261904762,1.863531093,0,4.726190476,2.480532349,1,184,16.07,18.54,Press,mild fun having,arm fingers head,2
49,7,4,29,F,USA,26,4,1 10 11 ,apathy with a little arrogance,the movements are few and far between and the posture indicates a severe lack of enthusaiasm,0.261904762,1.863531093,0,4.726190476,2.480532349,1,185,19.58,21.57,Glide,discomfort,all,2
49,7,4,29,F,USA,26,4,1 10 11 ,apathy with a little arrogance,the movements are few and far between and the posture indicates a severe lack of enthusaiasm,0.261904762,1.863531093,0,4.726190476,2.480532349,1,186,22.76,34.93,Press,re-settling,all,3
74,7,4,29,F,USA,26,4,1 10 11 ,apathy with a little arrogance,the movements are few and far between and the posture indicates a severe lack of enthusaiasm,0.261904762,1.863531093,0,4.726190476,2.480532349,1,187,7.08,7.97,Press,bored with attitude,all,4
79,7,32,21,F,USA,15,4,3 10 11 ,playful with signs of agitation and ,"small flicks of the rest, head rolls, popped hips, gesture of hands and fingertips",0.261904762,1.863531093,-2,4.726190476,2.480532349,6,267,1.59,2.98,Dab,curious ,arm hands head,7
79,7,32,21,F,USA,15,4,3 10 11 ,playful with signs of agitation and ,"small flicks of the rest, head rolls, popped hips, gesture of hands and fingertips",0.261904762,1.863531093,-2,4.726190476,2.480532349,6,268,3.85,4.72,Float,relaxed,arm,7
79,7,32,21,F,USA,15,4,3 10 11 ,playful with signs of agitation and ,"small flicks of the rest, head rolls, popped hips, gesture of hands and fingertips",0.261904762,1.863531093,-2,4.726190476,2.480532349,6,269,7.08,7.96,Punch,energetic,handsarm,4
79,7,32,21,F,USA,15,4,3 10 11 ,playful with signs of agitation and ,"small flicks of the rest, head rolls, popped hips, gesture of hands and fingertips",0.261904762,1.863531093,-2,4.726190476,2.480532349,6,270,8.44,9.15,Flick,goofy,handshands,4
79,7,32,21,F,USA,15,4,3 10 11 ,playful with signs of agitation and ,"small flicks of the rest, head rolls, popped hips, gesture of hands and fingertips",0.261904762,1.863531093,-2,4.726190476,2.480532349,6,271,9.71,10.27,Float,playful,head,4
79,7,32,21,F,USA,15,4,3 10 11 ,playful with signs of agitation and ,"small flicks of the rest, head rolls, popped hips, gesture of hands and fingertips",0.261904762,1.863531093,-2,4.726190476,2.480532349,6,272,10.74,13.77,Glide,annoyed,head,6
79,7,32,21,F,USA,15,4,3 10 11 ,playful with signs of agitation and ,"small flicks of the rest, head rolls, popped hips, gesture of hands and fingertips",0.261904762,1.863531093,-2,4.726190476,2.480532349,6,273,14.56,16.13,Press,annoyed,feet head shoulders,6
79,7,32,21,F,USA,15,4,3 10 11 ,playful with signs of agitation and ,"small flicks of the rest, head rolls, popped hips, gesture of hands and fingertips",0.261904762,1.863531093,-2,4.726190476,2.480532349,6,274,16.84,18.16,Glide,defensive,hands head hips,2
79,7,32,21,F,USA,15,4,3 10 11 ,playful with signs of agitation and ,"small flicks of the rest, head rolls, popped hips, gesture of hands and fingertips",0.261904762,1.863531093,-2,4.726190476,2.480532349,6,275,18.94,22.36,Flick,agitated ,fingers shoulders,2
79,7,32,21,F,USA,15,4,3 10 11 ,playful with signs of agitation and ,"small flicks of the rest, head rolls, popped hips, gesture of hands and fingertips",0.261904762,1.863531093,-2,4.726190476,2.480532349,6,276,29.54,35.09,Press,spiteful,hands head hips,1
79,7,20,32,M,USA,0,5,2 11 12 9 ,nervous,intuitive interpretation,0.261904762,1.863531093,0,4.726190476,2.480532349,5,315,3.71,13.98,Wring,nervous,hands hips shoulders,4
79,7,20,32,M,USA,0,5,2 11 12 9 ,nervous,intuitive interpretation,0.261904762,1.863531093,0,4.726190476,2.480532349,5,316,14.62,15.26,Flick,dismissive,arms hands,6
79,7,20,32,M,USA,0,5,2 11 12 9 ,nervous,intuitive interpretation,0.261904762,1.863531093,0,4.726190476,2.480532349,5,317,16.41,19.4,Wring,nervous,hands hips shoulders,2
79,7,20,32,M,USA,0,5,2 11 12 9 ,nervous,intuitive interpretation,0.261904762,1.863531093,0,4.726190476,2.480532349,5,318,19.96,23.96,Glide,dismissive,arms hands,2
79,7,20,32,M,USA,0,5,2 11 12 9 ,nervous,intuitive interpretation,0.261904762,1.863531093,0,4.726190476,2.480532349,5,319,24.47,31.09,Float,curious,head hands,3
87,7,50,33,F,USA,30,4,4 9 11 ,boredom,passive body languge,0.261904762,1.863531093,0,4.726190476,2.480532349,1,350,1.6,2.99,Flick,confusion,arm hand,7
87,7,50,33,F,USA,30,4,4 9 11 ,boredom,passive body languge,0.261904762,1.863531093,0,4.726190476,2.480532349,1,351,7.32,8.04,Glide,happy,arms hands,4
87,7,50,33,F,USA,30,4,4 9 11 ,boredom,passive body languge,0.261904762,1.863531093,0,4.726190476,2.480532349,1,352,8.39,10.34,Flick,silly,arms hands,4
87,7,50,33,F,USA,30,4,4 9 11 ,boredom,passive body languge,0.261904762,1.863531093,0,4.726190476,2.480532349,1,353,12.13,14.05,Float,tired,head,6
92,7,50,33,F,USA,30,4,4 9 11 ,boredom,passive body languge,0.261904762,1.863531093,0,4.726190476,2.480532349,1,354,15.62,20.85,Glide,impatient,all,2
99,7,50,33,F,USA,30,4,4 9 11 ,boredom,passive body languge,0.261904762,1.863531093,0,4.726190476,2.480532349,1,355,30.12,30.12,Flick,bored,hands head,1
99,7,21,28,F,USA,0,5,2 11 10 3 ,"happiness, apathy, impatience","at points the person is very excited but otherwise apathetic and impatient, known by the flurry of fast movement",0.261904762,1.863531093,3,4.726190476,2.480532349,5,366,0,10,Flick,happy,arms,7
99,7,21,28,F,USA,0,5,2 11 10 3 ,"happiness, apathy, impatience","at points the person is very excited but otherwise apathetic and impatient, known by the flurry of fast movement",0.261904762,1.863531093,3,4.726190476,2.480532349,5,367,11,15,Glide,happy,head,6
99,7,21,28,F,USA,0,5,2 11 10 3 ,"happiness, apathy, impatience","at points the person is very excited but otherwise apathetic and impatient, known by the flurry of fast movement",0.261904762,1.863531093,3,4.726190476,2.480532349,5,368,15,18,Glide,impatient,all,6
106,7,21,28,F,USA,0,5,2 11 10 3 ,"happiness, apathy, impatience","at points the person is very excited but otherwise apathetic and impatient, known by the flurry of fast movement",0.261904762,1.863531093,3,4.726190476,2.480532349,5,369,20,23,Dab,apathetic,leg,2
106,7,21,28,F,USA,0,5,2 11 10 3 ,"happiness, apathy, impatience","at points the person is very excited but otherwise apathetic and impatient, known by the flurry of fast movement",0.261904762,1.863531093,3,4.726190476,2.480532349,5,370,23,30,Flick,nervous,hands,3
106,7,21,28,F,USA,0,5,2 11 10 3 ,"happiness, apathy, impatience","at points the person is very excited but otherwise apathetic and impatient, known by the flurry of fast movement",0.261904762,1.863531093,3,4.726190476,2.480532349,5,371,30,35,Glide,happy,head,1
114,7,51,29,M,USA,10,4,4 11 12 ,happiness and weariness,"granted this person is not autistic, the rhythm and timing of the expressive movements indicate to me the level of excitement. ",0.261904762,1.863531093,0,4.726190476,2.480532349,4,406,8,16,Float,happy,all,6
114,7,51,29,M,USA,10,4,4 11 12 ,happiness and weariness,"granted this person is not autistic, the rhythm and timing of the expressive movements indicate to me the level of excitement. ",0.261904762,1.863531093,0,4.726190476,2.480532349,4,407,16,21,Float,weary,headlegs,2
114,7,51,29,M,USA,10,4,4 11 12 ,happiness and weariness,"granted this person is not autistic, the rhythm and timing of the expressive movements indicate to me the level of excitement. ",0.261904762,1.863531093,0,4.726190476,2.480532349,4,408,26,35,Float,happy,all hands head,3
119,7,28,24,F,USA,15,,,the person seems annoyed and bored,his leg spread and movements seem to mock what is happening. ,0.261904762,1.863531093,2,4.726190476,2.480532349,3,315,0,5.89,Slash,annoyed,torso,7
119,7,28,24,F,USA,15,,,the person seems annoyed and bored,his leg spread and movements seem to mock what is happening. ,0.261904762,1.863531093,2,4.726190476,2.480532349,3,316,7.34,14.01,Dab,bored,arms,4
119,7,28,24,F,USA,15,,,the person seems annoyed and bored,his leg spread and movements seem to mock what is happening. ,0.261904762,1.863531093,2,4.726190476,2.480532349,3,317,14.72,17.98,Dab,annoyed,head torso,6
119,7,28,24,F,USA,15,,,the person seems annoyed and bored,his leg spread and movements seem to mock what is happening. ,0.261904762,1.863531093,2,4.726190476,2.480532349,3,318,30.92,35.09,Slash,bored,torso,1
119,7,28,24,F,USA,15,,,the person seems annoyed and bored,his leg spread and movements seem to mock what is happening. ,0.261904762,1.863531093,2,4.726190476,2.480532349,3,319,20.51,22.68,Glide,bored,foot,2
113,8,63,33,F,USA,10,4,2 7 8 ,"nervous, disappointed",the person looks like he/she is in a discusasion where he/she doesn't agree,-0.988095238,1.484815088,-3,3.44047619,1.751771499,3,52,0,3.07,Wring,nervous,fingers hand shoulder,1
113,8,63,34,F,USA,10,4,2 7 8 ,"nervous, disappointed",the person looks like he/she is in a discusasion where he/she doesn't agree,-0.988095238,1.484815088,-3,3.44047619,1.751771499,3,53,3.49,19.97,Flick,nervous,fingers hand head shoulder,3
113,8,63,35,F,USA,10,4,2 7 8 ,"nervous, disappointed",the person looks like he/she is in a discusasion where he/she doesn't agree,-0.988095238,1.484815088,-3,3.44047619,1.751771499,3,54,20.39,30.59,Glide,nervous disappointed,fingers hand head legs shoulder,4
21,8,63,36,F,USA,10,4,2 7 8 ,"nervous, disappointed",the person looks like he/she is in a discusasion where he/she doesn't agree,-0.988095238,1.484815088,-3,3.44047619,1.751771499,3,55,31.02,31.45,Flick,nervous disappointed,fingers hand head legs,2
21,8,52,30,M,USA,0,,,emotion is unclear; person appears to be listening to something,very limited movement; no rapid gestures,-0.988095238,1.484815088,0,3.44047619,1.751771499,1,10,4.51,16.61,Press,attentive,hands,3
21,8,22,23,F,China,0,,,anxious,the finger movement of this person make he seems worry about something,-0.988095238,1.484815088,-3,3.44047619,1.751771499,1,24,3,18,Press,anxious,hand,3
21,8,53,25,M,India,0,,,"neutral, contemplative - possibly listening to someone talking to them",,-0.988095238,1.484815088,0,3.44047619,1.751771499,1,37,3.31,19.96,Wring,neutral contemplative,hand,3
21,8,53,25,M,India,0,,,"neutral, contemplative - possibly listening to someone talking to them",,-0.988095238,1.484815088,0,3.44047619,1.751771499,1,38,31.26,31.42,Wring,neutral contemplative,hand,2
35,8,23,32,M,USA,0,,,waiting and being annoyed by the waiting,pace of movement and combination of body parts moved.,-0.988095238,1.484815088,-2,3.44047619,1.751771499,1,49,0,16,Press,pensiveness ,hands arms,3
35,8,23,32,M,USA,0,,,waiting and being annoyed by the waiting,pace of movement and combination of body parts moved.,-0.988095238,1.484815088,-2,3.44047619,1.751771499,1,50,17,31.42,Float,annoyance ,arms head legs shoulders,4
43,8,9,23,M,USA ,0,,,fear,fidgeting with hands,-0.988095238,1.484815088,-2,3.44047619,1.751771499,1,74,4.05,15.22,Wring,fear,hands,3
75,8,12,29,M,USA,10,,,"boredom, uncomfortability",the monotonousa motions lead me to believe the character in the video is mildly excited. the action of the hands coming together and wriggling around one another appears to be a movement showing the unsatisfactory emotional response to a situation that appears boring. the swaying of the body accompanied by the twisting of the neck shows curiosity.,-0.988095238,1.484815088,-1,3.44047619,1.751771499,2,123,3.08,3.71,Float,curious,arms hands,1
75,8,12,29,M,USA,10,,,"boredom, uncomfortability",the monotonousa motions lead me to believe the character in the video is mildly excited. the action of the hands coming together and wriggling around one another appears to be a movement showing the unsatisfactory emotional response to a situation that appears boring. the swaying of the body accompanied by the twisting of the neck shows curiosity.,-0.988095238,1.484815088,-1,3.44047619,1.751771499,2,124,3.86,14.55,Glide,uncomfortable,hands head torso,3
75,8,12,29,M,USA,10,,,"boredom, uncomfortability",the monotonousa motions lead me to believe the character in the video is mildly excited. the action of the hands coming together and wriggling around one another appears to be a movement showing the unsatisfactory emotional response to a situation that appears boring. the swaying of the body accompanied by the twisting of the neck shows curiosity.,-0.988095238,1.484815088,-1,3.44047619,1.751771499,2,125,15.05,15.83,Glide,questioning,hands,5
